지점,어린이1806,어린이1807,어린이1808,어린이1809,어린이1906,어린이1907,어린이1908,어린이1909,어린이2006,어린이2007,어린이2008,어린이2009,어린이평균
장충동,24.35416667,27.8172043,28.44086022,23.26666667,23.83333333,26.5483871,27.5483871,22.26666667,28.45833333,29.03225806,31.37634409,27.31111111,27.30442331
전농1동,24.27083333,28.15053763,28.70967742,23.46666667,24.5,27.08602151,28.13978495,22.51111111,28.58333333,29,31.48387097,27.2,27.56393418
전농2동,24.27083333,28.15053763,28.70967742,23.46666667,24.5,27.08602151,28.13978495,22.51111111,28.58333333,29,31.48387097,27.2,27.56393418
정릉1동,24.07291667,27.70430108,28.34408603,23.11111112,23.07291667,25.7311828,26.69892473,22.1,27.4375,27.98387097,30.39247312,26.25555556,26.67844203
정릉2동,24.07291667,27.70430108,28.34408603,23.11111112,23.07291667,25.7311828,26.69892473,22.1,27.4375,27.98387097,30.39247312,26.25555556,26.67844203
정릉3동,24.07291667,27.70430108,28.34408603,23.11111112,23.07291667,25.7311828,26.69892473,22.1,27.4375,27.98387097,30.39247312,26.25555556,26.67844203
정릉4동,24.07291667,27.70430108,28.34408603,23.11111112,23.07291667,25.7311828,26.69892473,22.1,27.4375,27.98387097,30.39247312,26.25555556,26.67844203
제기동,24.27083333,28.15053763,28.70967742,23.46666667,24.5,27.08602151,28.13978495,22.51111111,28.58333333,29,31.48387097,27.2,27.56393418
조원동,24.25,28.24731183,28.62365591,23.84444444,24.11197917,26.90725807,28.31854839,22.69444445,28.60416667,29.39784946,32.02150538,27.91111111,27.7182688
종로1·2·3·4가동,24.35416667,27.8172043,28.44086022,23.26666667,23.83333333,26.5483871,27.5483871,22.26666667,28.45833333,29.03225806,31.37634409,27.31111111,27.30442331
종로5·6가동,24.35416667,27.8172043,28.44086022,23.26666667,23.83333333,26.5483871,27.5483871,22.26666667,28.45833333,29.03225806,31.37634409,27.31111111,27.30442331
종암동,24.27083333,28.15053763,28.70967742,23.46666667,24.5,27.08602151,28.13978495,22.51111111,28.58333333,29,31.48387097,27.2,27.56393418
중계1동,24.328125,28.04301075,28.6827957,23.45,23.98958334,26.56182796,27.59946237,22.43333333,28.25,28.37096774,30.83333333,26.64444444,27.20748415
중계2·3동,24.328125,28.04301075,28.6827957,23.45,23.98958334,26.56182796,27.59946237,22.43333333,28.25,28.37096774,30.83333333,26.64444444,27.20748415
중계4동,24.328125,28.04301075,28.6827957,23.45,23.98958334,26.56182796,27.59946237,22.43333333,28.25,28.37096774,30.83333333,26.64444444,27.20748415
중계본동,24.328125,28.04301075,28.6827957,23.45,23.98958334,26.56182796,27.59946237,22.43333333,28.25,28.37096774,30.83333333,26.64444444,27.20748415
중곡1동,24.70833333,28.39784946,29,23.88888889,24.25,26.67741935,27.69892473,22.82222222,28.25,28.53763441,31.03225806,26.82222222,27.43765096
중곡2동,24.70833333,28.39784946,29,23.88888889,24.25,26.67741935,27.69892473,22.82222222,28.25,28.53763441,31.03225806,26.82222222,27.43765096
중곡3동,24.70833333,28.39784946,29,23.88888889,24.25,26.67741935,27.69892473,22.82222222,28.25,28.53763441,31.03225806,26.82222222,27.43765096
중곡4동,24.70833333,28.39784946,29,23.88888889,24.25,26.67741935,27.69892473,22.82222222,28.25,28.53763441,31.03225806,26.82222222,27.43765096
중림동,24.22916667,28.1827957,28.80645161,23.6,24.125,26.87096774,28.17204301,22.53333333,28.60416667,29.07526882,31.7311828,27.48888889,27.59676932
중앙동,24.25,28.24731183,28.44086022,23.84444444,24.15104167,26.97043011,28.1827957,22.74722223,28.60416667,29.39784946,32.02150538,27.91111111,27.69457654
중화1동,24.70833333,28.39784946,29,23.88888889,24.25,26.67741935,27.69892473,22.82222222,28.25,28.53763441,31.03225806,26.82222222,27.43765096
중화2동,24.70833333,28.39784946,29,23.88888889,24.25,26.67741935,27.69892473,22.82222222,28.25,28.53763441,31.03225806,26.82222222,27.43765096
증산동,23.95833333,27.86021505,28.46236559,23.28888889,24.10416667,26.72043011,27.89247312,22.24444444,28.47916667,28.90322581,31.44086022,27.26666667,27.35431763
진관동,23.85416667,27.78494624,28.34408602,23.13333333,24.4375,26.93548387,28.11827957,22.17777778,28.58333333,29.17204301,31.52688172,27.33333333,27.43161232
창1동,24.1375,27.9655914,28.55053763,23.41333333,24.75,27.3827957,28.47741935,22.39555556,29.00416667,29.31182796,31.77849462,27.70666666,27.71222826
창2동,24.1375,27.9655914,28.55053763,23.41333333,24.75,27.3827957,28.47741935,22.39555556,29.00416667,29.31182796,31.77849462,27.70666666,27.71222826
창3동,24.1375,27.9655914,28.55053763,23.41333333,24.75,27.3827957,28.47741935,22.39555556,29.00416667,29.31182796,31.77849462,27.70666666,27.71222826
창4동,24.1375,27.9655914,28.55053763,23.41333333,24.75,27.3827957,28.47741935,22.39555556,29.00416667,29.31182796,31.77849462,27.70666666,27.71222826
창5동,24.1375,27.9655914,28.55053763,23.41333333,24.75,27.3827957,28.47741935,22.39555556,29.00416667,29.31182796,31.77849462,27.70666666,27.71222826
창신1동,24.32638889,27.92831541,28.53046595,23.33333334,24.05555555,26.72759857,27.74551971,22.34814815,28.58333333,29,31.48387097,27.2,27.39706622
창신2동,24.32638889,27.92831541,28.53046595,23.33333334,24.05555555,26.72759857,27.74551971,22.34814815,28.58333333,29,31.48387097,27.2,27.39706622
창신3동,24.32638889,27.92831541,28.53046595,23.33333334,24.05555555,26.72759857,27.74551971,22.34814815,28.58333333,29,31.48387097,27.2,27.39706622
천연동,24.35416667,27.8172043,28.44086022,23.26666667,23.83333333,26.5483871,27.5483871,22.26666667,28.45833333,29.03225806,31.37634409,27.31111111,27.30442331
천호1동,24.80555556,28.5125448,28.98566309,24.06666667,24.17361111,26.80286738,27.89247312,23.01481482,28.26388889,28.6702509,31.18637993,26.96296296,27.54662339
천호2동,24.80555556,28.5125448,28.98566309,24.06666667,24.17361111,26.80286738,27.89247312,23.01481482,28.26388889,28.6702509,31.18637993,26.96296296,27.54662339
천호3동,24.80555556,28.5125448,28.98566309,24.06666667,24.17361111,26.80286738,27.89247312,23.01481482,28.26388889,28.6702509,31.18637993,26.96296296,27.54662339
청구동,24.35416667,27.89247312,28.44086022,23.37777778,24.47916667,27.1827957,28.11827957,22.35555556,28.83333333,29.43010753,32.05376344,27.77777778,27.66062802
청담동,24.35416667,27.89247312,28.44086022,23.37777778,24.47916667,27.1827957,28.51612903,22.35555556,28.83333333,29.43010753,32.05376344,27.77777778,27.70531401
청량리동,24.27083333,28.15053763,28.70967742,23.46666667,24.5,27.08602151,28.13978495,22.51111111,28.58333333,29,31.48387097,27.2,27.56393418
청룡동,24.25,28.24731183,28.62365591,23.84444444,24.11197917,26.90725807,28.31854839,22.69444445,28.60416667,29.39784946,32.02150538,27.91111111,27.7182688
청림동,24.25,28.24731183,28.44086022,23.84444444,24.15104167,26.97043011,28.1827957,22.74722223,28.60416667,29.39784946,32.02150538,27.91111111,27.69457654
청운효자동,24.35416667,27.8172043,28.44086022,23.26666667,23.83333333,26.5483871,27.5483871,22.26666667,28.45833333,29.03225806,31.37634409,27.31111111,27.30442331
청파동,24.22916667,28.1827957,28.80645161,23.6,24.125,26.87096774,28.17204301,22.53333333,28.60416667,29.07526882,31.7311828,27.48888889,27.59676932
충현동,24.35416667,27.8172043,28.58064516,23.26666667,24.10416667,26.72043011,27.89247312,22.24444444,28.47916667,28.90322581,31.44086022,27.26666667,27.38307669
평창동,24.35416667,27.8172043,28.44086022,23.26666667,23.83333333,26.5483871,27.5483871,22.26666667,28.45833333,29.03225806,31.37634409,27.31111111,27.30442331
풍납1동,24.8125,28.58064516,29.08602151,24.22222222,24.20833333,26.89247312,27.98924731,23.17777778,28.3125,28.78494624,31.32258065,27.08888889,27.64371981
풍납2동,24.8125,28.58064516,29.08602151,24.22222222,24.20833333,26.89247312,27.98924731,23.17777778,28.3125,28.78494624,31.32258065,27.08888889,27.64371981
필동,24.35416667,27.8172043,28.44086022,23.26666667,23.83333333,26.5483871,27.5483871,22.26666667,28.45833333,29.03225806,31.37634409,27.31111111,27.30442331
하계1동,24.14583333,28,28.58064516,23.46666667,24.91666667,27.49462366,28.64516129,22.46666667,29.10416667,29.44086022,31.90322581,27.82222222,27.80736715
하계2동,24.14583333,28,28.58064516,23.46666667,24.91666667,27.49462366,28.64516129,22.46666667,29.10416667,29.44086022,31.90322581,27.82222222,27.80736715
한강로동,24.22916667,28.1827957,28.80645161,23.6,24.125,26.87096774,28.17204301,22.53333333,28.60416667,29.07526882,31.7311828,27.48888889,27.59676932
한남동,24.22916667,28.1827957,28.80645161,23.6,24.125,26.87096774,28.17204301,22.53333333,28.60416667,29.07526882,31.7311828,27.48888889,27.59676932
합정동,24.3125,28.31182796,28.88172043,24,24.0625,26.84946237,28.12903226,22.95555556,28.75,29.27956989,31.87096774,27.73333333,27.71814614
항동,24.23958333,28.29032258,28.87096774,24.11111111,24.10416667,26.72043011,27.89247312,22.24444444,28.15625,29.06451613,31.75806452,27.71111111,27.56884058
행당1동,24.35416667,27.89247312,28.44086022,23.37777778,24.47916667,27.1827957,28.51612903,22.35555556,28.83333333,29.43010753,32.05376344,27.77777778,27.70531401
행당2동,24.35416667,27.89247312,28.44086022,23.37777778,24.47916667,27.1827957,28.51612903,22.35555556,28.83333333,29.43010753,32.05376344,27.77777778,27.70531401
행운동,24.25,28.24731183,28.44086022,23.84444444,24.15104167,26.97043011,28.1827957,22.74722223,28.60416667,29.39784946,32.02150538,27.91111111,27.69457654
혜화동,24.35416667,27.8172043,28.44086022,23.26666667,23.83333333,26.5483871,27.5483871,22.26666667,28.45833333,29.03225806,31.37634409,27.31111111,27.30442331
홍은1동,23.95833333,27.86021505,28.46236559,23.28888889,24.10416667,26.72043011,27.89247312,22.24444444,28.47916667,28.90322581,31.44086022,27.26666667,27.35431763
홍은2동,23.95833333,27.86021505,28.46236559,23.28888889,24.10416667,26.72043011,27.89247312,22.24444444,28.47916667,28.90322581,31.44086022,27.26666667,27.35431763
홍제1동,23.95833333,27.86021505,28.46236559,23.28888889,24.10416667,26.72043011,27.89247312,22.24444444,28.47916667,28.90322581,31.44086022,27.26666667,27.35431763
홍제2동,23.95833333,27.86021505,28.46236559,23.28888889,24.10416667,26.72043011,27.89247312,22.24444444,28.47916667,28.90322581,31.44086022,27.26666667,27.35431763
홍제3동,23.95833333,27.86021505,28.46236559,23.28888889,24.10416667,26.72043011,27.89247312,22.24444444,28.47916667,28.90322581,31.44086022,27.26666667,27.35431763
화곡1동,24.45833333,28.50537634,29.10752688,24.26666667,23.90476191,26.77726575,28.07219662,23.26031746,28.41666667,29.06451613,31.75268817,27.66666667,27.72198499
화곡2동,24.45833333,28.50537634,29.10752688,24.26666667,23.90476191,26.77726575,28.07219662,23.26031746,28.41666667,29.06451613,31.75268817,27.66666667,27.72198499
화곡3동,24.45833333,28.50537634,29.10752688,24.26666667,23.90476191,26.77726575,28.07219662,23.26031746,28.41666667,29.06451613,31.75268817,27.66666667,27.72198499
화곡4동,24.45833333,28.50537634,29.10752688,24.26666667,23.90476191,26.77726575,28.07219662,23.26031746,28.41666667,29.06451613,31.75268817,27.66666667,27.72198499
화곡6동,24.45833333,28.50537634,29.10752688,24.26666667,23.90476191,26.77726575,28.07219662,23.26031746,28.41666667,29.06451613,31.75268817,27.66666667,27.72198499
화곡8동,24.45833333,28.50537634,29.10752688,24.26666667,23.90476191,26.77726575,28.07219662,23.26031746,28.41666667,29.06451613,31.75268817,27.66666667,27.72198499
화곡본동,24.45833333,28.50537634,29.10752688,24.26666667,23.90476191,26.77726575,28.07219662,23.26031746,28.41666667,29.06451613,31.75268817,27.66666667,27.72198499
화양동,24.35416667,27.89247312,28.44086022,23.37777778,24.47916667,27.1827957,28.51612903,22.35555556,28.83333333,29.43010753,32.05376344,27.77777778,27.70531401
황학동,24.27083333,28.15053763,28.70967742,23.46666667,24.5,27.08602151,28.13978495,22.51111111,28.58333333,29,31.48387097,27.2,27.56393418
회기동,24.27083333,28.15053763,28.70967742,23.46666667,24.5,27.08602151,28.13978495,22.51111111,28.58333333,29,31.48387097,27.2,27.56393418
회현동,24.22916667,28.1827957,28.80645161,23.6,24.125,26.87096774,28.17204301,22.53333333,28.60416667,29.07526882,31.7311828,27.48888889,27.59676932
효창동,24.22916667,28.1827957,28.80645161,23.6,24.125,26.87096774,28.17204301,22.53333333,28.60416667,29.07526882,31.7311828,27.48888889,27.59676932
후암동,24.22916667,28.1827957,28.80645161,23.6,24.125,26.87096774,28.17204301,22.53333333,28.60416667,29.07526882,31.7311828,27.48888889,27.59676932
휘경1동,24.27083333,28.15053763,28.70967742,23.46666667,24.5,27.08602151,28.13978495,22.51111111,28.58333333,29,31.48387097,27.2,27.56393418
휘경2동,24.27083333,28.15053763,28.70967742,23.46666667,24.5,27.08602151,28.13978495,22.51111111,28.58333333,29,31.48387097,27.2,27.56393418
흑석동,24.25,28.22580645,28.74193548,23.75555556,23.89583333,27.06451613,28.32258065,22.68888889,28.6875,29.40860215,31.84946237,27.66666667,27.70350242
