,연도,시설번호,시설명,주소,사용여부,면적,이용가능인원수,선풍기보유대수,에어컨보유대수,야간개방,휴일개방,숙박가능여부,위도,경도,도
738,2021,99,이마트 명일점,서울특별시 강동구 고덕로 276,Y,0,30,0,10,N,Y,N,37.5547061,127.1556118,서울특별시
739,2021,99,고덕대우아파트 관리사무소,서울특별시 강동구 양재대로 1716,Y,20,5,1,1,N,N,N,37.558899,127.144756,서울특별시
740,2021,99,온조대왕문화체육관,서울특별시 강동구 고덕로 285,Y,1542,30,0,3,N,Y,N,37.5566598,127.1574629,서울특별시
741,2021,99,암사도서관,서울특별시 강동구 고덕로20길 42,Y,100,20,20,10,N,N,N,37.5527893,127.1333159,서울특별시
742,2021,99,홈플러스 천호점,서울특별시 강동구 양재대로 1571,Y,0,30,0,20,N,N,N,37.545713,127.142254,서울특별시
743,2021,99,강동구민회관,서울특별시 강동구 상암로 168,Y,100,20,5,2,Y,Y,N,37.5457347,127.1410931,서울특별시
744,2021,99,해공체육문화센터,서울특별시 강동구 천중로18길 61,Y,969,100,0,4,Y,Y,N,37.5420879,127.129704,서울특별시
745,2021,99,현대백화점 천호점,서울특별시 강동구 천호대로 1005,Y,0,30,0,1,N,N,N,37.5389756,127.1244406,서울특별시
746,2021,99,이마트 천호점,서울특별시 강동구 천호대로 1017,Y,0,30,0,10,N,Y,N,37.5387298,127.1251463,서울특별시
747,2021,99,해공도서관,서울특별시 강동구 올림픽로 702,Y,100,20,10,10,N,Y,N,37.543837,127.125549,서울특별시
748,2021,99,천호도서관,서울특별시 강동구 성안로31마길 1,Y,100,20,20,10,N,N,N,37.540522,127.1340837,서울특별시
749,2021,99,강동성심병원,서울특별시 강동구 성안로 150,Y,100,20,3,2,N,N,N,37.5361,127.1353505,서울특별시
750,2021,99,중앙보훈병원,서울특별시 강동구 진황도로61길 53,Y,50,20,3,1,N,N,N,37.528778,127.1476066,서울특별시
751,2021,99,인애가한방병원,서울특별시 강동구 성내로6길 15,Y,50,20,3,2,N,N,N,37.5288283,127.1229744,서울특별시
752,2021,99,용두문화복지센터,서울특별시 동대문구 고산자로28길 13,Y,94,30,0,7,Y,,,37.5753771,127.0392563,서울특별시
753,2021,99,용두어린이영어도서관,서울특별시 동대문구 무학로 133,Y,231,6,2,3,,Y,,37.5761487,127.0303483,서울특별시
754,2021,99,서울한방진흥센터,서울특별시 동대문구 약령중앙로 26,Y,100,10,3,2,,Y,,37.5806997,127.0375231,서울특별시
755,2021,99,대한노인회 동대문구지회,서울특별시 동대문구 사가정로 98,Y,316,95,2,2,N,N,N,37.576534,127.056307,서울특별시
756,2021,99,배봉산 숲속도서관,서울특별시 동대문구 전농로16길 97,Y,331,30,0,4,,Y,,37.5804642,127.0642713,서울특별시
757,2021,99,동대문구 답십리도서관,서울특별시 동대문구 서울시립대로4길 75,Y,57,3,0,1,,Y,,37.5732663,127.050449,서울특별시
758,2021,99,동대문구체육관,서울특별시 동대문구 답십리로 210-3,Y,5743,15,1,1,,Y,,37.5723268,127.0641916,서울특별시
759,2021,99,동대문구민체육센터,서울특별시 동대문구 장안벚꽃로 67,Y,5157,20,0,2,,Y,,37.5674131,127.0737251,서울특별시
760,2021,99,장안어린이도서관,서울특별시 동대문구 장한로26다길 10,Y,180,20,1,2,,Y,,37.5712352,127.0732477,서울특별시
761,2021,99,동대문구 정보화도서관,서울특별시 동대문구 회기로10길 60,Y,17,7,0,1,,Y,,37.5899373,127.0469054,서울특별시
762,2021,99,휘경어린이,서울특별시 동대문구 망우로18가길 38,Y,204,5,0,4,,Y,,37.5886769,127.0606413,서울특별시
763,2021,99,이문어린이도서관,서울특별시 동대문구 천장산로9길 68,Y,59,2,0,2,,Y,,37.5986279,127.0536937,서울특별시
764,2021,99,이문체육문화센터,서울특별시 동대문구 한천로58길 81-49,Y,3294,20,0,7,,Y,,37.6027756,127.0688883,서울특별시
765,2021,99,정릉2동 파출소,서울특별시 성북구 정릉로26길 6,Y,50,5,2,1,N,N,N,37.604571,127.0107377,서울특별시
766,2021,99,길음2치안센터,서울특별시 성북구 삼양로2길 70,Y,50,5,2,1,N,N,N,37.606682,127.0273211,서울특별시
767,2021,99,성북정보도서관,서울특별시 성북구 화랑로18자길 13,Y,6667,250,5,29,N,N,N,37.6049353,127.0505729,서울특별시
768,2021,99,시립성북청소년센터,서울특별시 성북구 한천로95길 7,Y,100,10,2,1,N,N,N,37.6175187,127.055802,서울특별시
769,2021,99,구로1동우체국,서울특별시 구로구 구일로 64,Y,165,50,5,1,N,N,N,37.491902,126.8741132,서울특별시
770,2021,99,서초구청 1층,서울특별시 서초구 남부순환로 2584,Y,35,8,0,1,,,,37.492005,127.024926,서울특별시
771,2021,99,역마을 어린이공원,서울특별시 은평구 진흥로1길 9,Y,4,4,,,,,,37.6011097,126.9183763,서울특별시
772,2021,99,서갈현어린이공원,서울특별시 은평구 갈현로35길 12-8,Y,4,4,,,,,,37.6215596,126.915761,서울특별시
773,2021,99,박석어린이공원,서울특별시 은평구 통일로89길 18-14,Y,4,4,,,,,,37.6251106,126.9186012,서울특별시
774,2021,99,스마트그늘막(이태원1동-6),서울특별시 용산구 이태원로15길 1,Y,16,4,,,,,,37.5343617,126.9904283,서울특별시
775,2021,99,스마트그늘막(남영동-7),서울특별시 용산구 한강대로 298,Y,16,4,,,,,,37.5450065,126.9723088,서울특별시
776,2021,99,강북구청,서울특별시 강북구 도봉로89길 13,Y,200,30,0,3,N,N,N,37.639513,127.0254585,서울특별시
777,2021,99,스마트그늘막(이태원1동-1),서울특별시 용산구 이태원로 134,Y,16,4,,,,,,37.5339357,126.9886375,서울특별시
778,2021,99,스마트그늘막(한강로동-5),서울특별시 용산구 이태원로 3,Y,16,4,,,,,,37.5355573,126.9746248,서울특별시
779,2021,99,스마트그늘막(이태원1동-2),서울특별시 용산구 이태원로 134,Y,16,4,,,,,,37.5338958,126.9882744,서울특별시
780,2021,99,좌월어린이공원,서울특별시 은평구 갈현로25길 11-8,Y,4,4,,,,,,37.6173019,126.9133227,서울특별시
781,2021,99,새록어린이공원,서울특별시 은평구 은평로13길 35,Y,4,4,,,,,,37.6040073,126.9236842,서울특별시
782,2021,99,스마트그늘막(이촌1동-2),서울특별시 용산구 한강대로 26,Y,16,4,,,,,,37.5225289,126.9621669,서울특별시
783,2021,99,중곡1동주민센터 앞 테크,서울특별시 광진구 긴고랑로12길 49,Y,800,10,,,,,,37.5605558,127.0799915,서울특별시
784,2021,99,분토골어린이공원,서울특별시 은평구 증산로11길 5,Y,4,4,,,,,,37.5867379,126.9117251,서울특별시
785,2021,99,대조어린이공원,서울특별시 은평구 연서로22길 9-30,Y,12,12,,,,,,37.6154143,126.9199866,서울특별시
786,2021,99,시루뫼어린이공원,서울특별시 은평구 증산로5길 13,Y,8,8,,,,,,37.5829264,126.906468,서울특별시
787,2021,99,새락골어린이공원,서울특별시 은평구 은평로3가길 34,Y,4,4,,,,,,37.5989763,126.9111819,서울특별시
788,2021,99,양천구청 민원실(1층),서울특별시 양천구 목동동로 105,Y,0,15,2,2,N,N,N,37.5331137,126.8719141,서울특별시
789,2021,99,스마트그늘막(한강로동-10),서울특별시 용산구 한강대로 95,Y,16,4,,,,,,37.5288941,126.9660478,서울특별시
790,2021,99,스마트그늘막(원효로1동-3),서울특별시 용산구 백범로 341,Y,10,2,,,,,,37.5380646,126.9667424,서울특별시
791,2021,99,스마트그늘막(원효로1동-4),서울특별시 용산구 백범로 332,Y,16,4,,,,,,37.5379626,126.9658232,서울특별시
792,2021,99,시립은평노인종합복지관 그늘쉼터,서울특별시 은평구 연서로 415,Y,100,20,,,,,,37.6318615,126.930685,서울특별시
793,2021,99,노원문화예술회관 옆 야외무더위쉼터,서울특별시 노원구 중계로 181,Y,10,10,,,,,,37.6503575,127.0802981,서울특별시
794,2021,99,경춘선 힐링쉼터,서울특별시 노원구 공릉로51길 20,Y,10,5,,,,,,37.6281756,127.0758964,서울특별시
795,2021,99,노원구청 임시선별검사소 옆 야외무더위쉼터,서울특별시 노원구 노해로 437,Y,10,10,,,,,,37.6540001,127.0573371,서울특별시
796,2021,99,봉산도시자연공원,서울특별시 은평구 가좌로11가길 지하38-11,Y,200,30,,,,,,37.5974924,126.9039128,서울특별시
797,2021,99,노원구민회관 옆 야외무더위쉼터,서울특별시 노원구 동일로 1229,Y,10,10,,,,,,37.6389822,127.0666007,서울특별시
798,2021,99,스마트그늘막(남영동-3),서울특별시 용산구 한강대로 298,Y,16,4,,,,,,37.5452822,126.9722681,서울특별시
799,2021,99,스마트그늘막(한남동-3),서울특별시 용산구 한남대로 45,Y,16,4,,,,,,37.5330974,127.0074088,서울특별시
800,2021,99,연서어린이공원,서울특별시 은평구 연서로6길 8-1,Y,200,20,,,,,,37.6040422,126.9168177,서울특별시
801,2021,99,응암2구역 어린이공원,서울특별시 은평구 은평로18길 14-4,Y,300,100,,,,,,37.5999794,126.9308175,서울특별시
802,2021,99,동대문구청,서울특별시 동대문구 천호대로 145,Y,100,10,1,1,,,,37.574431,127.0395829,서울특별시
803,2021,99,스마트그늘막(한남동-16),서울특별시 용산구 한남대로 48,Y,16,4,,,,,,37.5333985,127.0079796,서울특별시
804,2021,99,목3동 커뮤니티공간 이음,서울특별시 양천구 목동중앙남로16나길 55,Y,61,20,3,1,N,N,N,37.515377,126.85951,서울특별시
805,2021,12,도깨비 공원 야외 무더위쉼터,서울특별시 도봉구 방학로10길 51,Y,50,30,,,,,,37.664811,127.0338246,서울특별시
806,2021,12,동자공원,서울특별시 광진구 자양번영로3길 16,Y,986,15,,,,,,37.5319904,127.0743467,서울특별시
807,2021,11,자마장공원,서울특별시 광진구 자양로13길 41,Y,999,15,,,,,,37.5343204,127.0821789,서울특별시
808,2021,11,금모래공원,서울특별시 광진구 뚝섬로56길 28,Y,1022,15,,,,,,37.5301805,127.0823978,서울특별시
809,2021,12,거여공원,서울특별시 송파구 오금로51길 20,Y,16185,30,,,,,,37.4967287,127.1417151,서울특별시
810,2021,12,마천공원,서울특별시 송파구 성내천로23길 12,Y,10962,30,,,,,,37.5016232,127.1458915,서울특별시
811,2021,12,백토공원,서울특별시 송파구 양재대로72길 47-8,Y,10024,20,,,,,,37.5082799,127.1326937,서울특별시
812,2021,12,목련공원,서울특별시 송파구 동남로24길 25,Y,8127,20,,,,,,37.4989602,127.1393321,서울특별시
813,2021,12,누에머리공원,서울특별시 송파구 동남로30길 29,Y,18607,20,,,,,,37.5029538,127.1426349,서울특별시
814,2021,12,송파공원,서울특별시 송파구 송파대로42길 29,Y,6621,20,,,,,,37.5062519,127.1098321,서울특별시
815,2021,12,건너말공원,서울특별시 송파구 중대로10길 29,Y,11327,30,,,,,,37.4917173,127.1239731,서울특별시
816,2021,12,잠실공원,서울특별시 송파구 백제고분로15길 7,Y,6513,20,,,,,,37.5060303,127.0838785,서울특별시
817,2021,12,군자공원,서울특별시 광진구 동일로52길 27,Y,642,15,,,,,,37.5543691,127.0728012,서울특별시
818,2021,12,효창공원 야외무더위쉼터,서울특별시 용산구 효창원로 177-18,Y,300,46,,,,,,37.5445889,126.9621645,서울특별시
819,2021,11,중곡3동마을공원,서울특별시 광진구 용마산로33길 25,Y,972,10,,,,,,37.5700065,127.0846076,서울특별시
820,2021,11,평강공원,서울특별시 광진구 광장로1가길 31,Y,325,10,,,,,,37.5480545,127.1006985,서울특별시
821,2021,12,신계역사공원 야외무더위쉼터,서울특별시 용산구 청파로 139-25,Y,40,8,,,,,,37.5356289,126.9661377,서울특별시
822,2021,13,중랑천 쉼터2,서울특별시 노원구 마들로 86,Y,10,5,,,,,,37.6233921,127.0685037,서울특별시
823,2021,14,우이천 쉼터,서울특별시 노원구 우이천로 66,Y,10,5,,,,,,37.6286369,127.045839,서울특별시
824,2021,11,영축산 순환산책로2,서울특별시 노원구 월계로42길 97,Y,10,5,,,,,,37.6228173,127.0539249,서울특별시
825,2021,14,경춘선 인공폭포,서울특별시 노원구 공릉로 126,Y,10,5,,,,,,37.6209912,127.0788877,서울특별시
826,2021,11,창5동 정자,서울특별시 도봉구 해등로16나길 8,Y,45,15,,,,,,37.656015,127.0435669,서울특별시
827,2021,12,탑골공원 야외 무더위쉼터,서울특별시 종로구 종로 99,Y,5720,200,,,,,,37.5707104,126.9886097,서울특별시
828,2021,15,중랑천쉼터3,서울특별시 노원구 동일로198가길 149,Y,10,5,,,,,,37.6303472,127.065068,서울특별시
829,2021,11,창3동 주민센터 옆 정자,서울특별시 도봉구 덕릉로62길 89,Y,50,10,,,,,,37.6377676,127.0428401,서울특별시
830,2021,14,영축산 순환산책로,서울특별시 노원구 광운로19가길 49,Y,10,5,,,,,,37.6249111,127.059905,서울특별시
