지점,노인1806,노인1807,노인1808,노인1809,노인1906,노인1907,노인1908,노인1909,노인2006,노인2007,노인2008,노인2009,노인평균
삼청동,23.41666667,27.06451613,27.4375,22.26666667,22.9375,26.5483871,26.7311828,23,27.52083333,28.16129032,30.59139785,26.37777778,26.61360205
상계10동,23.20833333,27.10752688,27.55208333,22.28888889,23.66666667,27.21505376,27.34408602,22.52777778,27.9375,28.16129032,30.79569892,26.53333333,26.83291817
상계1동,23.20833333,27.10752688,27.55208333,22.28888889,23.66666667,27.21505376,27.34408602,22.52777778,27.9375,28.16129032,30.79569892,26.53333333,26.83291817
상계2동,23.20833333,27.10752688,27.55208333,22.28888889,23.66666667,27.21505376,27.34408602,22.52777778,27.9375,28.16129032,30.79569892,26.53333333,26.83291817
상계3·4동,23.20833333,27.10752688,27.55208333,22.28888889,23.66666667,27.21505376,27.34408602,22.52777778,27.9375,28.16129032,30.79569892,26.53333333,26.83291817
상계5동,23.20833333,27.10752688,27.55208333,22.28888889,23.66666667,27.21505376,27.34408602,22.52777778,27.9375,28.16129032,30.79569892,26.53333333,26.83291817
상계6·7동,23.20833333,27.10752688,27.55208333,22.28888889,23.66666667,27.21505376,27.34408602,22.52777778,27.9375,28.16129032,30.79569892,26.53333333,26.83291817
상계8동,23.20833333,27.10752688,27.55208333,22.28888889,23.66666667,27.21505376,27.34408602,22.52777778,27.9375,28.16129032,30.79569892,26.53333333,26.83291817
상계9동,23.20833333,27.10752688,27.55208333,22.28888889,23.66666667,27.21505376,27.34408602,22.52777778,27.9375,28.16129032,30.79569892,26.53333333,26.83291817
상도1동,23.3125,27.49462366,27.9375,22.75555556,23.375,26.95698925,27.50537634,22.97222222,27.75,28.47311828,31.22580645,26.91111111,27.04181763
상도2동,23.3125,27.49462366,27.9375,22.75555556,23.375,26.95698925,27.50537634,22.97222222,27.75,28.47311828,31.22580645,26.91111111,27.04181763
상도3동,23.3125,27.49462366,27.9375,22.75555556,23.375,26.95698925,27.50537634,22.97222222,27.75,28.47311828,31.22580645,26.91111111,27.04181763
상도4동,23.3125,27.49462366,27.9375,22.75555556,23.375,26.95698925,27.50537634,22.97222222,27.75,28.47311828,31.22580645,26.91111111,27.04181763
상봉1동,23.75,27.6344086,28.04166667,22.82222222,23.3125,26.67741935,26.89247312,22.63333334,27.29166667,28.01075269,30.13978495,25.95555556,26.72380737
상봉2동,23.75,27.6344086,28.04166667,22.82222222,23.3125,26.67741935,26.89247312,22.63333334,27.29166667,28.01075269,30.13978495,25.95555556,26.72380737
상암동,23.5625,27.64516129,28.17708333,23.17777778,23.22916667,26.84946237,27.2688172,22.37777778,27.41666667,28.40860215,30.76344086,26.64444444,26.95150211
상일동,23.77083333,27.62365591,27.83333333,22.68888889,23.25,26.62365591,26.8,22.77777778,27.1875,28.40860215,30.11827957,25.82222222,26.71047705
서강동,23.35416667,27.53763441,27.97916667,22.95555556,23.1875,26.84946237,27.29032258,22.24444444,27.75,28.51612903,31.05376344,26.77777778,26.95674819
서교동,23.35416667,27.53763441,27.97916667,22.95555556,23.1875,26.84946237,27.29032258,22.37777778,27.75,28.16129032,31.05376344,26.77777778,26.92413949
서림동,23.3125,27.49462366,27.9375,22.75555556,23.296875,26.90725807,27.45564516,22.95,27.75,28.41935484,31.22580645,26.91111111,27.01915384
서빙고동,23.22916667,27.46236559,27.85416667,22.53333333,23.29166667,26.87096774,27.35483871,22.53333333,27.6875,28.41935484,30.93548387,26.57777778,26.89711655
서원동,23.3125,27.49462366,27.9375,22.75555556,23.296875,26.90725807,27.45564516,22.95,27.75,28.41935484,31.22580645,26.91111111,27.01915384
서초1동,23.78645833,27.75537635,28.02083334,22.90555556,23.546875,27.32258065,27.74193549,22.92222222,27.96354167,28.36827957,31.19086022,26.79444444,27.17819671
서초2동,23.78645833,27.75537635,28.02083334,22.90555556,23.546875,27.32258065,27.74193549,22.92222222,27.96354167,28.36827957,31.19086022,26.79444444,27.17819671
서초3동,23.78645833,27.75537635,28.02083334,22.90555556,23.546875,27.32258065,27.74193549,22.92222222,27.96354167,28.36827957,31.19086022,26.79444444,27.17819671
서초4동,23.78645833,27.75537635,28.02083334,22.90555556,23.546875,27.32258065,27.74193549,22.92222222,27.96354167,28.36827957,31.19086022,26.79444444,27.17819671
석관동,23.25,27.21505376,27.61458333,22.46666667,24.10416667,27.49462366,27.76344086,22.44444444,28.22916667,27.84946237,31.15053763,26.84444444,26.99928291
석촌동,23.83333333,27.79569892,28.0625,23.11111111,23.83333333,27.31182796,27.65591398,22.77777778,27.70833333,27.84946237,30.83870968,26.53333333,27.07208635
성내1동,23.78166667,27.74551971,27.98316498,23.01481482,23.33333333,26.80286738,27.07526882,22.82222222,27.29861111,27.85663083,30.35483871,26.07407407,26.80158636
성내2동,23.78166667,27.74551971,27.98316498,23.01481482,23.33333333,26.80286738,27.07526882,22.82222222,27.29861111,27.85663083,30.35483871,26.07407407,26.80158636
성내3동,23.78166667,27.74551971,27.98316498,23.01481482,23.33333333,26.80286738,27.07526882,22.82222222,27.29861111,27.85663083,30.35483871,26.07407407,26.80158636
성북동,23.41666667,27.06451613,27.4375,22.26666667,22.9375,26.5483871,26.7311828,22.64444444,27.52083333,27.95698925,30.59139785,26.37777778,26.57133152
성산1동,23,27.13978495,27.55208333,22.24444444,23.14583333,26.72043011,27.10752688,22.4,27.52083333,28.53763441,30.59139785,26.37777778,26.69365187
성산2동,23,27.13978495,27.55208333,22.24444444,23.14583333,26.72043011,27.10752688,22.4,27.52083333,28.53763441,30.59139785,26.37777778,26.69365187
성수1가1동,23.39583333,27.20430108,27.54166667,22.35555556,23.60416667,27.1827957,27.70967742,22.43888889,27.89583333,28.53763441,31.30107527,26.93333333,27.00415157
성수1가2동,23.39583333,27.20430108,27.54166667,22.35555556,23.60416667,27.1827957,27.70967742,22.43888889,27.89583333,28.53763441,31.30107527,26.93333333,27.00415157
성수2가1동,23.39583333,27.20430108,27.54166667,22.35555556,23.60416667,27.1827957,27.70967742,22.43888889,27.89583333,28.53763441,31.30107527,26.93333333,27.00415157
성수2가3동,23.39583333,27.20430108,27.54166667,22.35555556,23.60416667,27.1827957,27.70967742,22.43888889,27.89583333,28.53763441,31.30107527,26.93333333,27.00415157
성현동,23.3125,27.49462366,27.9375,22.75555556,23.3359375,26.97043011,27.50268817,22.99444444,27.75,28.11827957,31.22580645,26.91111111,27.00225506
세곡동,23.83333333,27.79569892,28.0625,23.11111111,23.83333333,27.31182796,27.65591398,22.64444444,27.70833333,28.53763441,30.83870968,26.53333333,27.14213466
소공동,23.41666667,27.06451613,27.4375,22.26666667,22.9375,26.5483871,26.7311828,22.86666667,27.52083333,28.51612903,30.59139785,26.37777778,26.64621075
송정동,23.39583333,27.20430108,27.54166667,22.35555556,23.60416667,27.1827957,27.70967742,22.4,27.89583333,28.51612903,31.30107527,26.93333333,26.99962259
송중동,23.25,27.21505376,27.61458333,22.46666667,24.10416667,27.49462366,27.76344086,22.5,28.22916667,28.40860215,31.15053763,26.84444444,27.06510417
송천동,23.25,27.21505376,27.61458333,22.46666667,24.10416667,27.49462366,27.76344086,22.5,28.22916667,28.40860215,31.15053763,26.84444444,27.06510417
송파1동,23.83333333,27.79569892,28.0625,23.11111111,23.83333333,27.31182796,27.65591398,22.74444445,27.70833333,27.99462366,30.83870968,26.53333333,27.08657911
송파2동,23.83333333,27.79569892,28.0625,23.11111111,23.83333333,27.31182796,27.65591398,22.74444445,27.70833333,27.99462366,30.83870968,26.53333333,27.08657911
수궁동,23.27083333,27.49462366,27.98958333,23.11111111,22.97916667,26.83870968,27.40860215,22.97777778,27.16666667,28.12903226,30.89247312,26.6,26.89466335
수색동,23.5625,27.64516129,28.17708333,23.17777778,23.22916667,26.84946237,27.2688172,22.37777778,27.41666667,28.11827957,30.76344086,26.64444444,26.91889342
수서동,23.83333333,27.79569892,28.0625,23.11111111,23.83333333,27.31182796,27.65591398,22.75555556,27.70833333,28.04301075,30.83870968,26.53333333,27.09261775
수유1동,23.10416667,27.08518518,27.55913979,22.28888889,21.45833333,24.91397849,25.09677419,22.33333333,25.47916667,28.13978495,28.38709677,24.24444444,25.65313674
수유2동,23.10416667,27.08518518,27.55913979,22.28888889,21.45833333,24.91397849,25.09677419,22.33333333,25.47916667,28.13978495,28.38709677,24.24444444,25.65313674
수유3동,23.10416667,27.08518518,27.55913979,22.28888889,21.45833333,24.91397849,25.09677419,22.33333333,25.47916667,28.13978495,28.38709677,24.24444444,25.65313674
숭인1동,23.375,27.22580645,27.57291667,22.38888889,23.30208334,26.81720431,27.02150538,22.82222222,27.60416667,27.98924731,30.62365592,26.37777778,26.71308877
숭인2동,23.375,27.22580645,27.57291667,22.38888889,23.30208334,26.81720431,27.02150538,22.82222222,27.60416667,27.98924731,30.62365592,26.37777778,26.71308877
시흥1동,22.79583333,26.97634409,27.43125,22.31111111,22.7,26.51827957,27.07526882,22.97777778,27.0625,28.03225806,30.76344086,26.46666667,26.57757397
시흥2동,22.79583333,26.97634409,27.43125,22.31111111,22.7,26.51827957,27.07526882,22.97777778,27.0625,28.03225806,30.76344086,26.46666667,26.57757397
시흥3동,22.79583333,26.97634409,27.43125,22.31111111,22.7,26.51827957,27.07526882,22.97777778,27.0625,28.03225806,30.76344086,26.46666667,26.57757397
시흥4동,22.79583333,26.97634409,27.43125,22.31111111,22.7,26.51827957,27.07526882,22.97777778,27.0625,28.03225806,30.76344086,26.46666667,26.57757397
시흥5동,22.79583333,26.97634409,27.43125,22.31111111,22.7,26.51827957,27.07526882,22.97777778,27.0625,28.03225806,30.76344086,26.46666667,26.57757397
신길1동,23.3125,27.49462366,27.9375,22.75555556,23.375,26.95698925,27.50537634,22.95925926,27.75,28.47311828,31.22580645,26.91111111,27.04111312
신길3동,23.3125,27.49462366,27.9375,22.75555556,23.375,26.95698925,27.50537634,22.95925926,27.75,28.47311828,31.22580645,26.91111111,27.04111312
신길4동,23.3125,27.49462366,27.9375,22.75555556,23.375,26.95698925,27.50537634,22.95925926,27.75,28.47311828,31.22580645,26.91111111,27.04111312
신길5동,23.3125,27.49462366,27.9375,22.75555556,23.375,26.95698925,27.50537634,22.95925926,27.75,28.47311828,31.22580645,26.91111111,27.04111312
신길6동,23.3125,27.49462366,27.9375,22.75555556,23.375,26.95698925,27.50537634,22.95925926,27.75,28.47311828,31.22580645,26.91111111,27.04111312
신길7동,23.3125,27.49462366,27.9375,22.75555556,23.375,26.95698925,27.50537634,22.95925926,27.75,28.47311828,31.22580645,26.91111111,27.04111312
신내1동,23.625,27.50537634,27.90625,22.64444444,23.125,26.64516129,26.79569892,22.74444445,27.29166667,28.11827957,30,25.88888889,26.65175876
신내2동,23.625,27.50537634,27.90625,22.64444444,23.125,26.64516129,26.79569892,22.74444445,27.29166667,28.11827957,30,25.88888889,26.65175876
신당5동,23.73333333,27.22580645,27.57291667,22.38888889,23.29583334,26.84946237,27.22150538,22.76,27.60416667,28.47311828,30.62365592,26.37777778,26.80927687
신당동,23.73333333,27.22580645,27.57291667,22.38888889,23.29583334,26.84946237,27.22150538,22.76,27.60416667,28.47311828,30.62365592,26.37777778,26.80927687
신대방1동,23.3125,27.49462366,27.9375,22.75555556,23.375,26.95698925,27.50537634,23.04444444,27.75,28.25806452,31.22580645,26.91111111,27.02158816
신대방2동,23.3125,27.49462366,27.9375,22.75555556,23.375,26.95698925,27.50537634,23.04444444,27.75,28.25806452,31.22580645,26.91111111,27.02158816
신도림동,23.41666667,27.51612903,27.98958333,23.04444444,23.02083333,26.75268817,27.49462366,22.8,27.35416667,28.50537634,31.10752688,26.86666667,26.98509209
신림동,23.3125,27.49462366,27.9375,22.75555556,23.296875,26.90725807,27.45564516,22.95,27.75,28.41935484,31.22580645,26.91111111,27.01915384
신사1동,23,27.13978495,27.55208333,22.24444444,23.14583333,26.72043011,27.10752688,22.46666667,27.52083333,27.95698925,30.59139785,26.37777778,26.63205767
신사2동,23,27.13978495,27.55208333,22.24444444,23.14583333,26.72043011,27.10752688,22.46666667,27.52083333,27.95698925,30.59139785,26.37777778,26.63205767
신수동,23.35416667,27.53763441,27.97916667,22.95555556,23.1875,26.84946237,27.29032258,22.35555556,27.75,28.47311828,31.05376344,26.77777778,26.95795592
신원동,23.3125,27.49462366,27.9375,22.75555556,23.375,26.95698925,27.50537634,23,27.75,28.23655914,31.22580645,26.91111111,27.01675725
신월1동,23.41964286,27.61290323,28.18898809,23.23492063,22.98511905,26.78955453,27.33794163,22.54603175,27.40476191,28.19508449,30.96006144,26.66666667,26.94013652
신월2동,23.41964286,27.61290323,28.18898809,23.23492063,22.98511905,26.78955453,27.33794163,22.54603175,27.40476191,28.19508449,30.96006144,26.66666667,26.94013652
신월3동,23.41964286,27.61290323,28.18898809,23.23492063,22.98511905,26.78955453,27.33794163,22.54603175,27.40476191,28.19508449,30.96006144,26.66666667,26.94013652
신월4동,23.41964286,27.61290323,28.18898809,23.23492063,22.98511905,26.78955453,27.33794163,22.54603175,27.40476191,28.19508449,30.96006144,26.66666667,26.94013652
신월5동,23.41964286,27.61290323,28.18898809,23.23492063,22.98511905,26.78955453,27.33794163,22.54603175,27.40476191,28.19508449,30.96006144,26.66666667,26.94013652
신월6동,23.41964286,27.61290323,28.18898809,23.23492063,22.98511905,26.78955453,27.33794163,22.54603175,27.40476191,28.19508449,30.96006144,26.66666667,26.94013652
신월7동,23.41964286,27.61290323,28.18898809,23.23492063,22.98511905,26.78955453,27.33794163,22.54603175,27.40476191,28.19508449,30.96006144,26.66666667,26.94013652
신정1동,23.46875,27.66666667,28.21875,23.26666667,23.00347222,26.77060932,27.30645161,22.60370371,27.45833334,28.20430108,30.94623656,26.7925926,26.96161685
신정2동,23.46875,27.66666667,28.21875,23.26666667,23.00347222,26.77060932,27.30645161,22.60370371,27.45833334,28.20430108,30.94623656,26.7925926,26.96161685
신정3동,23.46875,27.66666667,28.21875,23.26666667,23.00347222,26.77060932,27.30645161,22.60370371,27.45833334,28.20430108,30.94623656,26.7925926,26.96161685
신정4동,23.46875,27.66666667,28.21875,23.26666667,23.00347222,26.77060932,27.30645161,22.60370371,27.45833334,28.20430108,30.94623656,26.7925926,26.96161685
신정6동,23.46875,27.66666667,28.21875,23.26666667,23.00347222,26.77060932,27.30645161,22.60370371,27.45833334,28.20430108,30.94623656,26.7925926,26.96161685
신정7동,23.46875,27.66666667,28.21875,23.26666667,23.00347222,26.77060932,27.30645161,22.60370371,27.45833334,28.20430108,30.94623656,26.7925926,26.96161685
신촌동,23.35416667,27.53763441,27.97916667,22.95555556,23.1875,26.84946237,27.29032258,22.24444444,27.75,28.51612903,31.05376344,26.77777778,26.95674819
쌍문1동,23.22833333,27.16129032,27.58333333,22.37777778,23.88541667,27.35483871,27.55376344,22.56111111,28.08333334,28.31182796,30.97311828,26.68888889,26.95455163
쌍문2동,23.22833333,27.16129032,27.58333333,22.37777778,23.88541667,27.35483871,27.55376344,22.56111111,28.08333334,28.31182796,30.97311828,26.68888889,26.95455163
쌍문3동,23.22833333,27.16129032,27.58333333,22.37777778,23.88541667,27.35483871,27.55376344,22.56111111,28.08333334,28.31182796,30.97311828,26.68888889,26.95455163
쌍문4동,23.22833333,27.16129032,27.58333333,22.37777778,23.88541667,27.35483871,27.55376344,22.56111111,28.08333334,28.31182796,30.97311828,26.68888889,26.95455163
아현동,23.35416667,27.53763441,27.97916667,22.95555556,23.1875,26.84946237,27.29032258,22.28888889,27.75,28.04301075,31.05376344,26.77777778,26.90602355
안암동,23.33333333,27.38709677,27.70833333,22.51111111,23.66666667,27.08602151,27.31182796,22.64444444,27.6875,27.49462366,30.65591398,26.37777778,26.7763436
암사1동,23.78166667,27.68458781,27.91666666,22.85185185,23.29166667,26.71326165,26.97849462,22.81481482,28.21527778,28.21527778,28.21527778,28.21527778,26.72097423
암사2동,23.78166667,27.68458781,27.91666666,22.85185185,23.29166667,26.71326165,26.97849462,22.81481482,28.21527778,28.21527778,28.21527778,28.21527778,26.72097423
암사3동,23.78166667,27.68458781,27.91666666,22.85185185,23.29166667,26.71326165,26.97849462,22.81481482,28.21527778,28.21527778,28.21527778,28.21527778,26.72097423
압구정동,23.39583333,27.20430108,27.54166667,22.35555556,23.60416667,27.1827957,27.70967742,22.73333333,27.89583333,28.16129032,31.30107527,26.93333333,26.97788345
약수동,23.34722222,27.2437276,27.61111111,22.38518519,23.27777778,26.86738351,27.26523298,22.72839506,27.70138889,28.3297491,30.94265233,26.62962963,26.83731716
양재1동,23.9375,27.83870968,28.07291667,22.97777778,23.70833333,27.40860215,27.82795699,22.71111111,28.02083333,28.41935484,31.22580645,26.84444444,27.23765851
양재2동,23.9375,27.83870968,28.07291667,22.97777778,23.70833333,27.40860215,27.82795699,22.71111111,28.02083333,28.41935484,31.22580645,26.84444444,27.23765851
양평1동,23.47916667,27.66666667,28.21875,23.26666667,23,26.77419355,27.2688172,23.04444445,27.47916667,28.13978495,30.91397849,26.77777778,26.97158062
양평2동,23.47916667,27.66666667,28.21875,23.26666667,23,26.77419355,27.2688172,23.04444445,27.47916667,28.13978495,30.91397849,26.77777778,26.97158062
여의동,23.35416667,27.53763441,27.97916667,22.95555556,23.1875,26.84946237,27.29032258,23,27.75,28.41935484,31.05376344,26.77777778,26.98694143
역삼1동,23.9375,27.83870968,28.07291667,22.97777778,23.70833333,27.40860215,27.82795699,22.67777778,28.02083333,28.41935484,31.22580645,26.84444444,27.23584692
역삼2동,23.9375,27.83870968,28.07291667,22.97777778,23.70833333,27.40860215,27.82795699,22.67777778,28.02083333,28.41935484,31.22580645,26.84444444,27.23584692
역촌동,23,27.13978495,27.55208333,22.24444444,23.14583333,26.72043011,27.10752688,22.37777778,27.52083333,27.95698925,30.59139785,26.37777778,26.62722675
연남동,23,27.13978495,27.55208333,22.24444444,23.14583333,26.72043011,27.10752688,22.44444444,27.52083333,27.95698925,30.59139785,26.37777778,26.63084994
연희동,23,27.13978495,27.55208333,22.24444444,23.14583333,26.72043011,27.10752688,22.37777778,27.52083333,28.40860215,30.59139785,26.37777778,26.67795139
염리동,23.35416667,27.53763441,27.97916667,22.95555556,23.1875,26.84946237,27.29032258,22.35555556,27.75,28.13978495,31.05376344,26.77777778,26.92051631
염창동,23.47916667,27.66666667,28.21875,23.26666667,23,26.77419355,27.2688172,22.62222222,27.47916667,28.40860215,30.91397849,26.77777778,26.97882699
영등포동,23.35416667,27.53763441,27.97916667,22.95555556,23.1875,26.84946237,27.29032258,22.95555556,27.75,28.40860215,31.05376344,26.77777778,26.98331824
영등포본동,23.35416667,27.53763441,27.97916667,22.95555556,23.1875,26.84946237,27.29032258,22.95555556,27.75,28.40860215,31.05376344,26.77777778,26.98331824
오금동,23.83333333,27.79569892,28.0625,23.11111111,23.83333333,27.31182796,27.65591398,22.75555556,27.70833333,28.25806452,30.83870968,26.53333333,27.11677234
오류1동,23.34375,27.50537635,27.98958333,23.07777778,23,26.79569893,27.45161291,22.93333333,27.26041667,27.73655914,31,26.73333334,26.87707579
오류2동,23.34375,27.50537635,27.98958333,23.07777778,23,26.79569893,27.45161291,22.93333333,27.26041667,27.73655914,31,26.73333334,26.87707579
오륜동,23.8125,27.80107527,28.07291667,23.14444445,23.48611111,26.94265233,27.23655914,22.79259259,27.81944444,28.33333333,30.86021505,26.58518518,27.03352707
옥수동,23.22916667,27.46236559,27.85416667,22.53333333,23.29166667,26.87096774,27.35483871,22.48888889,27.6875,28.04301075,30.93548387,26.57777778,26.85243056
왕십리2동,23.33333333,27.38709677,27.70833333,22.51111111,23.66666667,27.08602151,27.31182796,22.66666667,27.6875,28.04301075,30.65591398,26.37777778,26.83914553
왕십리도선동,23.33333333,27.38709677,27.70833333,22.51111111,23.66666667,27.08602151,27.31182796,22.66666667,27.6875,28.04301075,30.65591398,26.37777778,26.83914553
용강동,23.35416667,27.53763441,27.97916667,22.95555556,23.1875,26.84946237,27.29032258,22.26666667,27.75,28.04301075,31.05376344,26.77777778,26.90481582
용답동,23.33333333,27.38709677,27.70833333,22.51111111,23.66666667,27.08602151,27.31182796,22.48888889,27.6875,28.16129032,30.65591398,26.37777778,26.84276872
용문동,23.22916667,27.46236559,27.85416667,22.53333333,23.29166667,26.87096774,27.35483871,22.57777778,27.6875,28.16129032,30.93548387,26.57777778,26.8705465
용산2가동,23.22916667,27.46236559,27.85416667,22.53333333,23.47916667,26.97849463,27.33333334,22.61111111,27.6875,28.04301075,30.93548387,26.57777778,26.87892512
용신동,23.33333333,27.38709677,27.70833333,22.51111111,23.66666667,27.08602151,27.31182796,22.48888889,27.6875,25.98924731,30.65591398,26.37777778,26.59880737
우이동,22.8125,26.80645161,27.20833333,21.93333333,21.45833333,24.91397849,25.09677419,22.33333333,25.47916667,28.13978495,28.38709677,24.24444444,25.54725241
우장산동,23.47916667,27.66353047,28.21701389,23.26481482,22.98809524,26.78648234,27.32411675,22.76031746,27.47916667,28.15053764,30.91397849,26.77777778,26.96364321
원효로1동,23.27916667,27.5,27.91666667,22.74444445,23.1875,26.84946237,27.29032258,22.66666667,27.71875,28.46236559,30.99462366,26.67777778,26.93308424
원효로2동,23.27916667,27.5,27.91666667,22.74444445,23.1875,26.84946237,27.29032258,22.66666667,27.71875,28.46236559,30.99462366,26.67777778,26.93308424
월계1동,23.25,27.21505376,27.61458333,22.46666667,24.10416667,27.49462366,27.76344086,22.55555555,28.22916667,28.51612903,31.15053763,26.84444444,27.08020078
월계2동,23.25,27.21505376,27.61458333,22.46666667,24.10416667,27.49462366,27.76344086,22.55555555,28.22916667,28.51612903,31.15053763,26.84444444,27.08020078
월계3동,23.25,27.21505376,27.61458333,22.46666667,24.10416667,27.49462366,27.76344086,22.55555555,28.22916667,28.51612903,31.15053763,26.84444444,27.08020078
월곡1동,23.31944444,27.35842294,27.69270833,22.5037037,23.73958334,27.15412187,27.38709678,22.54074074,27.77777778,27.84229391,30.73835126,26.45555556,26.84208308
월곡2동,23.31944444,27.35842294,27.69270833,22.5037037,23.73958334,27.15412187,27.38709678,22.54074074,27.77777778,27.84229391,30.73835126,26.45555556,26.84208308
위례동,23.625,27.50537634,27.73958333,22.53333333,23.58333333,27.06451613,27.23655914,22.84444444,27.375,28.11827957,30.46236559,26.17777778,26.8261247
은천동,23.3125,27.49462366,27.9375,22.75555556,23.3359375,26.97043011,27.50268817,22.99444444,27.75,28.11827957,31.22580645,26.91111111,27.00225506
을지로동,23.41666667,27.06451613,27.4375,22.26666667,22.9375,26.5483871,26.7311828,22.95555556,27.52083333,28.53763441,30.59139785,26.37777778,26.65345713
응봉동,23.39583333,27.20430108,27.54166667,22.35555556,23.60416667,27.1827957,27.70967742,22.64444444,27.89583333,27.95698925,31.30107527,26.93333333,26.95010568
응암1동,23,27.13978495,27.55208333,22.24444444,23.14583333,26.72043011,27.10752688,22.34814815,27.52083333,27.95698925,30.59139785,26.37777778,26.62561645
응암2동,23,27.13978495,27.55208333,22.24444444,23.14583333,26.72043011,27.10752688,22.34814815,27.52083333,27.95698925,30.59139785,26.37777778,26.62561645
응암3동,23,27.13978495,27.55208333,22.24444444,23.14583333,26.72043011,27.10752688,22.34814815,27.52083333,27.95698925,30.59139785,26.37777778,26.62561645
이문1동,23.33333333,27.38709677,27.70833333,22.51111111,23.66666667,27.08602151,27.31182796,22.52222222,27.6875,28.04301075,30.65591398,26.37777778,26.83129529
이문2동,23.33333333,27.38709677,27.70833333,22.51111111,23.66666667,27.08602151,27.31182796,22.52222222,27.6875,28.04301075,30.65591398,26.37777778,26.83129529
이촌1동,23.22916667,27.5,27.91666667,22.74444445,23.23958334,26.86021506,27.32258065,22.61111112,27.71875,28.28494624,30.99462366,26.67777778,26.91508153
이촌2동,23.22916667,27.5,27.91666667,22.74444445,23.23958334,26.86021506,27.32258065,22.61111112,27.71875,28.28494624,30.99462366,26.67777778,26.91508153
이태원1동,23.22916667,27.46236559,27.85416667,22.53333333,23.29166667,26.87096774,27.35483871,22.64444445,27.6875,28.16129032,30.93548387,26.57777778,26.87416969
이태원2동,23.22916667,27.46236559,27.85416667,22.53333333,23.29166667,26.87096774,27.35483871,22.64444445,27.6875,28.16129032,30.93548387,26.57777778,26.87416969
이화동,23.41666667,27.06451613,27.4375,22.26666667,22.9375,26.5483871,26.7311828,23.04444444,27.52083333,25.98924731,30.59139785,26.37777778,26.37205616
인수동,23.10416667,27.08518518,27.55913979,22.28888889,21.45833333,24.91397849,25.09677419,22.33333333,25.47916667,28.13978495,28.38709677,24.24444444,25.65313674
인헌동,23.3125,27.49462366,27.9375,22.75555556,23.3359375,26.97043011,27.50268817,22.99444444,27.75,28.11827957,31.22580645,26.91111111,27.00225506
일원1동,23.83333333,27.79569892,28.0625,23.11111111,23.83333333,27.31182796,27.65591398,22.75555555,27.70833333,28.12903226,30.83870968,26.53333333,27.10227959
일원2동,23.83333333,27.79569892,28.0625,23.11111111,23.83333333,27.31182796,27.65591398,22.75555555,27.70833333,28.12903226,30.83870968,26.53333333,27.10227959
일원본동,23.83333333,27.79569892,28.0625,23.11111111,23.83333333,27.31182796,27.65591398,22.75555555,27.70833333,28.12903226,30.83870968,26.53333333,27.10227959
자양1동,23.59375,27.50537635,27.8125,22.76666667,23.48958334,27.03763441,27.44086022,22.61666667,27.625,28.19354839,30.88709678,26.56666667,26.93863225
자양2동,23.59375,27.50537635,27.8125,22.76666667,23.48958334,27.03763441,27.44086022,22.61666667,27.625,28.19354839,30.88709678,26.56666667,26.93863225
자양3동,23.59375,27.50537635,27.8125,22.76666667,23.48958334,27.03763441,27.44086022,22.61666667,27.625,28.19354839,30.88709678,26.56666667,26.93863225
자양4동,23.59375,27.50537635,27.8125,22.76666667,23.48958334,27.03763441,27.44086022,22.61666667,27.625,28.19354839,30.88709678,26.56666667,26.93863225
잠실2동,23.80833333,27.80107527,28.07291667,23.14444445,23.60416667,27.10215054,27.4139785,22.78148148,27.53125,28.04121864,30.65591398,26.36666667,26.99365942
잠실3동,23.80833333,27.80107527,28.07291667,23.14444445,23.60416667,27.10215054,27.4139785,22.78148148,27.53125,28.04121864,30.65591398,26.36666667,26.99365942
잠실4동,23.80833333,27.80107527,28.07291667,23.14444445,23.60416667,27.10215054,27.4139785,22.78148148,27.53125,28.04121864,30.65591398,26.36666667,26.99365942
잠실6동,23.80833333,27.80107527,28.07291667,23.14444445,23.60416667,27.10215054,27.4139785,22.78148148,27.53125,28.04121864,30.65591398,26.36666667,26.99365942
잠실7동,23.80833333,27.80107527,28.07291667,23.14444445,23.60416667,27.10215054,27.4139785,22.78148148,27.53125,28.04121864,30.65591398,26.36666667,26.99365942
잠실본동,23.80833333,27.80107527,28.07291667,23.14444445,23.60416667,27.10215054,27.4139785,22.78148148,27.53125,28.04121864,30.65591398,26.36666667,26.99365942
잠원동,23.22916667,27.46236559,27.85416667,22.53333333,23.29166667,26.87096774,27.35483871,22.88888889,27.6875,28.04301075,30.93548387,26.57777778,26.87416969
장안1동,23.33333333,27.38709677,27.70833333,22.51111111,23.66666667,27.08602151,27.31182796,22.43333334,27.6875,28.04301075,30.65591398,26.37777778,26.82646437
장안2동,23.33333333,27.38709677,27.70833333,22.51111111,23.66666667,27.08602151,27.31182796,22.43333334,27.6875,28.04301075,30.65591398,26.37777778,26.82646437
장위1동,23.25,27.21505376,27.61458333,22.46666667,24.10416667,27.49462366,27.76344086,22.49629629,28.22916667,28.51612903,31.15053763,26.84444444,27.07698017
장위2동,23.25,27.21505376,27.61458333,22.46666667,24.10416667,27.49462366,27.76344086,22.49629629,28.22916667,28.51612903,31.15053763,26.84444444,27.07698017
장위3동,23.25,27.21505376,27.61458333,22.46666667,24.10416667,27.49462366,27.76344086,22.49629629,28.22916667,28.51612903,31.15053763,26.84444444,27.07698017
