지점,노인1806,노인1807,노인1808,노인1809,노인1906,노인1907,노인1908,노인1909,노인2006,노인2007,노인2008,노인2009,노인평균
동화동,23.73333333,27.22580645,27.57291667,22.38888889,23.29583334,26.84946237,27.22150538,22.76,27.60416667,28.47311828,30.62365592,26.37777778,26.80927687
둔촌1동,23.77083333,27.62365591,27.80808081,22.68888889,23.25,26.62365591,26.88172043,22.76666667,27.1875,28.13978495,30.91397849,25.82222222,26.77539434
둔촌2동,23.77083333,27.62365591,27.80808081,22.68888889,23.25,26.62365591,26.88172043,22.76666667,27.1875,28.13978495,30.91397849,25.82222222,26.77539434
등촌1동,23.47916667,27.66666667,28.21875,23.26666667,23,26.77419355,27.2688172,22.67407407,27.47916667,28.13978495,30.91397849,26.77777778,26.95145179
등촌2동,23.47916667,27.66666667,28.21875,23.26666667,23,26.77419355,27.2688172,22.67407407,27.47916667,28.13978495,30.91397849,26.77777778,26.95145179
등촌3동,23.47916667,27.66666667,28.21875,23.26666667,23,26.77419355,27.2688172,22.67407407,27.47916667,28.13978495,30.91397849,26.77777778,26.95145179
마장동,23.33333333,27.38709677,27.70833333,22.51111111,23.66666667,27.08602151,27.31182796,22.66666667,27.6875,27.78494624,30.65591398,26.37777778,26.81016002
마천1동,23.625,27.50537634,27.73958333,22.53333333,23.58333333,27.06451613,27.23655914,22.84444444,27.375,27.58064516,30.46236559,26.17777778,26.76573822
마천2동,23.625,27.50537634,27.73958333,22.53333333,23.58333333,27.06451613,27.23655914,22.84444444,27.375,27.58064516,30.46236559,26.17777778,26.76573822
망우3동,23.75,27.6344086,28.04166667,22.82222222,23.3125,26.67741935,26.89247312,22.62222222,27.29166667,28.40860215,30.13978495,25.95555556,26.76788949
망우본동,23.75,27.6344086,28.04166667,22.82222222,23.3125,26.67741935,26.89247312,22.62222222,27.29166667,28.40860215,30.13978495,25.95555556,26.76788949
망원1동,23.35416667,27.53763441,27.97916667,22.95555556,23.1875,26.84946237,27.29032258,22.38888889,27.75,27.58064516,31.05376344,26.77777778,26.85952597
망원2동,23.35416667,27.53763441,27.97916667,22.95555556,23.1875,26.84946237,27.29032258,22.38888889,27.75,27.58064516,31.05376344,26.77777778,26.85952597
면목2동,23.75,27.6344086,28.04166667,22.82222222,23.3125,26.67741935,26.89247312,22.54814815,27.29166667,27.58064516,30.13978495,25.95555556,26.67086856
면목3·8동,23.75,27.6344086,28.04166667,22.82222222,23.3125,26.67741935,26.89247312,22.54814815,27.29166667,27.58064516,30.13978495,25.95555556,26.67086856
면목4동,23.75,27.6344086,28.04166667,22.82222222,23.3125,26.67741935,26.89247312,22.54814815,27.29166667,27.58064516,30.13978495,25.95555556,26.67086856
면목5동,23.75,27.6344086,28.04166667,22.82222222,23.3125,26.67741935,26.89247312,22.54814815,27.29166667,27.58064516,30.13978495,25.95555556,26.67086856
면목7동,23.75,27.6344086,28.04166667,22.82222222,23.3125,26.67741935,26.89247312,22.54814815,27.29166667,27.58064516,30.13978495,25.95555556,26.67086856
면목본동,23.75,27.6344086,28.04166667,22.82222222,23.3125,26.67741935,26.89247312,22.54814815,27.29166667,27.58064516,30.13978495,25.95555556,26.67086856
명동,23.41666667,27.06451613,27.4375,22.26666667,22.9375,26.5483871,26.7311828,22.97777778,27.52083333,27.49462366,30.59139785,26.37777778,26.5375151
명일1동,23.77083333,27.62365591,27.83333333,22.68888889,23.25,26.62365591,26.88172043,22.8,27.1875,28.13978495,30.11827957,25.82222222,26.69067029
명일2동,23.77083333,27.62365591,27.83333333,22.68888889,23.25,26.62365591,26.88172043,22.8,27.1875,28.13978495,30.11827957,25.82222222,26.69067029
목1동,23.47916667,27.66666667,28.21875,23.26666667,23,26.77419355,27.2688172,22.45333333,27.47916667,28.13978495,30.91397849,26.77777778,26.93945501
목2동,23.47916667,27.66666667,28.21875,23.26666667,23,26.77419355,27.2688172,22.45333333,27.47916667,28.13978495,30.91397849,26.77777778,26.93945501
목3동,23.47916667,27.66666667,28.21875,23.26666667,23,26.77419355,27.2688172,22.45333333,27.47916667,28.13978495,30.91397849,26.77777778,26.93945501
목4동,23.47916667,27.66666667,28.21875,23.26666667,23,26.77419355,27.2688172,22.45333333,27.47916667,28.13978495,30.91397849,26.77777778,26.93945501
목5동,23.47916667,27.66666667,28.21875,23.26666667,23,26.77419355,27.2688172,22.45333333,27.47916667,28.13978495,30.91397849,26.77777778,26.93945501
무악동,23.41666667,27.06451613,27.4375,22.26666667,23.0375,26.5483871,26.7311828,22.91111111,27.52083333,27.47311828,30.59139785,26.37777778,26.53691123
묵1동,23.625,27.50537634,27.90625,22.64444444,23,26.77419355,27.2688172,22.45333333,27.29166667,28.40860215,30,25.88888889,26.72938557
묵2동,23.625,27.50537634,27.90625,22.64444444,23,26.77419355,27.2688172,22.45333333,27.29166667,28.40860215,30,25.88888889,26.72938557
문래동,23.35416667,27.53763441,27.97916667,22.95555556,23.1875,26.84946237,27.29032258,23,27.75,28.12903226,31.05376344,26.77777778,26.95433273
문정1동,23.83333333,27.79569892,28.0625,23.11111111,23.83333333,27.31182796,27.65591398,22.75555556,27.70833333,28.47311828,30.83870968,26.53333333,27.14092693
문정2동,23.83333333,27.79569892,28.0625,23.11111111,23.83333333,27.31182796,27.65591398,22.75555556,27.70833333,28.47311828,30.83870968,26.53333333,27.14092693
미성동,23.3125,27.49462366,27.9375,22.75555556,23.296875,26.90725807,27.45564516,22.95,27.75,28.41935484,31.22580645,26.91111111,27.01915384
미아동,23.25,27.21505376,27.61458333,22.46666667,24.10416667,27.49462366,27.76344086,22.5,28.22916667,28.40860215,31.15053763,26.84444444,27.06510417
반포1동,23.33333333,27.50537634,27.86458333,22.68888889,23.0625,27.06451613,27.48387097,22.88888889,27.79166667,28.40860215,31.08602151,26.64444444,26.98531854
반포2동,23.33333333,27.50537634,27.86458333,22.68888889,23.0625,27.06451613,27.48387097,22.88888889,27.79166667,28.40860215,31.08602151,26.64444444,26.98531854
반포3동,23.33333333,27.50537634,27.86458333,22.68888889,23.0625,27.06451613,27.48387097,22.88888889,27.79166667,28.40860215,31.08602151,26.64444444,26.98531854
반포4동,23.33333333,27.50537634,27.86458333,22.68888889,23.0625,27.06451613,27.48387097,22.88888889,27.79166667,28.40860215,31.08602151,26.64444444,26.98531854
반포본동,23.33333333,27.50537634,27.86458333,22.68888889,23.0625,27.06451613,27.48387097,22.88888889,27.79166667,28.40860215,31.08602151,26.64444444,26.98531854
발산1동,23.47916667,27.66666667,28.21875,23.26666667,22.97916667,26.79569892,27.3655914,22.8,27.47916667,28.16129032,30.91397849,26.77777778,26.97286383
방배1동,23.33333333,27.50537634,27.86458333,22.68888889,23.0625,27.06451613,27.48387097,22.76888889,27.79166667,28.40860215,31.08602151,26.64444444,26.9787968
방배2동,23.33333333,27.50537634,27.86458333,22.68888889,23.0625,27.06451613,27.48387097,22.76888889,27.79166667,28.40860215,31.08602151,26.64444444,26.9787968
방배3동,23.33333333,27.50537634,27.86458333,22.68888889,23.0625,27.06451613,27.48387097,22.76888889,27.79166667,28.40860215,31.08602151,26.64444444,26.9787968
방배4동,23.33333333,27.50537634,27.86458333,22.68888889,23.0625,27.06451613,27.48387097,22.76888889,27.79166667,28.40860215,31.08602151,26.64444444,26.9787968
방배본동,23.33333333,27.50537634,27.86458333,22.68888889,23.0625,27.06451613,27.48387097,22.76888889,27.79166667,28.40860215,31.08602151,26.64444444,26.9787968
방이1동,23.8125,27.80107527,28.07291667,23.14444445,23.48611111,26.94265233,27.23655914,22.79259259,27.81944444,28.33333333,30.86021505,26.58518518,27.03352707
방이2동,23.8125,27.80107527,28.07291667,23.14444445,23.48611111,26.94265233,27.23655914,22.79259259,27.81944444,28.33333333,30.86021505,26.58518518,27.03352707
방학1동,23.20833333,27.10752688,27.55208333,22.28888889,23.66666667,27.21505376,27.34408602,22.54074074,27.9375,28.16129032,30.79569892,26.53333333,26.83362268
방학2동,23.20833333,27.10752688,27.55208333,22.28888889,23.66666667,27.21505376,27.34408602,22.54074074,27.9375,28.16129032,30.79569892,26.53333333,26.83362268
방학3동,23.20833333,27.10752688,27.55208333,22.28888889,23.66666667,27.21505376,27.34408602,22.54074074,27.9375,28.16129032,30.79569892,26.53333333,26.83362268
방화1동,23.5,27.77419355,28.28125,23.44444444,23.08333333,26.83870968,27.35483871,22.85185185,27.3125,28.17204301,30.91397849,26.75555556,27.00579962
방화2동,23.5,27.77419355,28.28125,23.44444444,23.08333333,26.83870968,27.35483871,22.85185185,27.3125,28.17204301,30.91397849,26.75555556,27.00579962
방화3동,23.5,27.77419355,28.28125,23.44444444,23.08333333,26.83870968,27.35483871,22.85185185,27.3125,28.17204301,30.91397849,26.75555556,27.00579962
번1동,23.25,27.21111111,27.66666667,22.46666667,24.10416667,27.49462366,27.76344086,22.46666667,28.22916667,28.12903226,31.15053763,26.84444444,27.03729871
번2동,23.25,27.21111111,27.66666667,22.46666667,24.10416667,27.49462366,27.76344086,22.46666667,28.22916667,28.12903226,31.15053763,26.84444444,27.03729871
번3동,23.25,27.21111111,27.66666667,22.46666667,24.10416667,27.49462366,27.76344086,22.46666667,28.22916667,28.12903226,31.15053763,26.84444444,27.03729871
보광동,23.22916667,27.46236559,27.85416667,22.53333333,23.29166667,26.87096774,27.35483871,22.44444444,27.6875,28.04301075,30.93548387,26.57777778,26.8500151
보라매동,23.3125,27.49462366,27.9375,22.75555556,23.3359375,26.97043011,27.50268817,22.99444444,27.75,28.11827957,31.22580645,26.91111111,27.00225506
보문동,23.33333333,27.38709677,27.70833333,22.51111111,23.66666667,27.08602151,27.31182796,22.51111111,27.6875,27.95698925,30.65591398,26.37777778,26.82102959
부암동,23.41666667,27.06451613,27.4375,22.26666667,22.9375,26.5483871,26.7311828,23.08888889,27.52083333,27.95698925,30.59139785,26.37777778,26.59548611
북가좌1동,23,27.13978495,27.55208333,22.24444444,23.14583333,26.72043011,27.10752688,22.3,27.52083333,28.40860215,30.59139785,26.37777778,26.67372434
북가좌2동,23,27.13978495,27.55208333,22.24444444,23.14583333,26.72043011,27.10752688,22.3,27.52083333,28.40860215,30.59139785,26.37777778,26.67372434
북아현동,23.35416667,27.53763441,27.97916667,22.95555556,23.1875,26.84946237,27.29032258,22.46666667,27.75,28.20430108,31.05376344,26.77777778,26.93380133
불광1동,22.875,26.98924731,27.30208333,22.17777778,23.64583333,26.93548387,27.30107527,22.36666667,27.6875,28.40860215,30.7311828,26.33333333,26.71735356
불광2동,22.875,26.98924731,27.30208333,22.17777778,23.64583333,26.93548387,27.30107527,22.36666667,27.6875,28.40860215,30.7311828,26.33333333,26.71735356
사근동,23.33333333,27.38709677,27.70833333,22.51111111,23.66666667,27.08602151,27.31182796,22.64444444,27.6875,28.40860215,30.65591398,26.37777778,26.8790006
사당1동,23.33333333,27.50537634,27.86458333,22.68888889,23.0625,27.06451613,27.48387097,23.03555556,27.79166667,28.40860215,31.08602151,26.64444444,26.99328955
사당2동,23.33333333,27.50537634,27.86458333,22.68888889,23.0625,27.06451613,27.48387097,23.03555556,27.79166667,28.40860215,31.08602151,26.64444444,26.99328955
사당3동,23.33333333,27.50537634,27.86458333,22.68888889,23.0625,27.06451613,27.48387097,23.03555556,27.79166667,28.40860215,31.08602151,26.64444444,26.99328955
사당4동,23.33333333,27.50537634,27.86458333,22.68888889,23.0625,27.06451613,27.48387097,23.03555556,27.79166667,28.40860215,31.08602151,26.64444444,26.99328955
사당5동,23.33333333,27.50537634,27.86458333,22.68888889,23.0625,27.06451613,27.48387097,23.03555556,27.79166667,28.40860215,31.08602151,26.64444444,26.99328955
사직동,23.41666667,27.06451613,27.4375,22.26666667,22.9375,26.5483871,26.7311828,23,27.52083333,28.11827957,30.59139785,26.37777778,26.60877114
삼각산동,23.25,27.21505376,27.61458333,22.46666667,24.10416667,27.49462366,27.76344086,22.5,28.22916667,28.40860215,31.15053763,26.84444444,27.06510417
삼선동,23.41666667,27.06451613,27.4375,22.26666667,22.9375,26.5483871,26.7311828,22.62222222,27.52083333,28.41935484,30.59139785,26.37777778,26.62205616
삼성1동,23.72916667,27.72401434,28.02777778,22.90370371,23.59722222,27.25806452,27.72043011,22.79259259,27.93055555,28.37275986,31.22580645,26.86666666,27.16482991
삼성2동,23.72916667,27.72401434,28.02777778,22.90370371,23.59722222,27.25806452,27.72043011,22.79259259,27.93055555,28.37275986,31.22580645,26.86666666,27.16482991
삼성동,23.72916667,27.72401434,28.02777778,22.90370371,23.59722222,27.25806452,27.72043011,22.79259259,27.93055555,28.37275986,31.22580645,26.86666666,27.16482991
삼양동,23.25,27.21505376,27.61458333,22.46666667,24.10416667,27.49462366,27.76344086,22.5,28.22916667,28.40860215,31.15053763,26.84444444,27.06510417
삼전동,23.83333333,27.79569892,28.0625,23.11111111,23.83333333,27.31182796,27.65591398,22.77777778,27.70833333,28.16129032,30.83870968,26.53333333,27.10711051
